1	否
2	是
3	是
4	是
5	是
6	是
7	是
8	是
9	是
10	是
11	否
12	是
13	是
14	否
15	是
16	否
17	是
18	是
19	是
20	是
21	是
22	是
23	是
24	是
25	否
26	是
27	是
28	是
29	是
30	否
31	是
32	是
33	是
34	是
35	是
36	是
37	是
38	是
39	是
40	是
41	是
42	是
43	是
44	否
45	是
46	是
47	是
48	是
49	是
50	是
51	是
52	否
53	是
54	是
55	是
56	否
57	是
58	是
59	是
60	是
61	是
62	是
63	是
64	是
65	是
66	是
67	是
68	是
69	是
70	是
71	是
72	是
73	是
74	是
75	是
76	否
77	是
78	是
79	是
80	是
81	是
82	是
83	是
84	是
85	是
86	是
87	是
88	是
89	是
90	是
91	是
92	是
93	是
94	是
95	是
96	否
97	否
98	是
99	是
100	是
101	是
102	是
103	是
104	是
105	是
106	是
107	是
108	是
109	是
110	是
111	是
112	是
113	是
114	是
115	是
116	是
117	是
118	是
119	是
120	是
121	是
122	是
123	是
124	是
125	是
126	是
127	是
128	是
129	是
130	是
131	是
132	是
133	是
134	是
135	是
136	是
137	是
138	否
139	是
140	是
141	是
142	是
143	是
144	是
145	是
146	是
147	是
148	是
149	是
150	是
151	是
152	是
153	是
154	是
155	是
156	是
157	否
158	是
159	是
160	是
161	是
162	是
163	是
164	是
165	是
166	否
167	是
168	是
169	是
170	是
171	是
172	否
173	是
174	否
175	是
176	是
177	是
178	是
179	是
180	是
181	是
182	是
183	是
184	否
185	否
186	是
187	是
188	是
189	是
190	是
191	是
192	是
193	是
194	是
195	是
196	是
197	是
198	是
199	是
200	是
201	是
202	是
203	是
204	否
205	否
206	是
207	否
208	是
209	是
210	是
211	是
212	是
213	是
214	是
215	是
216	是
217	是
218	是
219	是
220	否
221	是
222	是
223	是
224	是
225	是
226	是
227	是
228	是
229	是
230	是
231	是
232	是
233	是
234	是
235	是
236	是
237	是
238	是
239	是
240	否
241	是
242	是
243	是
244	否
245	是
246	是
247	否
248	是
249	是
250	是
251	是
252	是
253	是
254	是
255	否
256	是
257	是
258	是
259	是
260	否
261	是
262	是
263	是
264	是
265	否
266	是
267	否
268	是
269	是
270	是
271	是
272	是
273	是
274	否
275	是
276	是
277	是
278	是
279	是
280	是
281	是
282	否
283	是
284	是
285	是
286	是
287	是
288	是
289	是
290	是
291	是
292	是
293	否
294	是
295	是
296	是
297	是
298	是
299	是
300	是
301	是
302	是
303	是
304	否
305	是
306	是
307	是
308	是
309	是
310	是
311	是
312	是
313	是
314	是
315	是
316	是
317	是
318	是
319	是
320	是
321	是
322	是
323	是
324	是
325	是
326	是
327	是
328	是
329	是
330	是
331	是
332	否
333	是
334	是
335	是
336	是
337	否
338	是
339	是
340	是
341	否
342	否
343	是
344	是
345	是
346	是
347	是
348	是
349	是
350	是
351	是
352	是
353	否
354	是
355	是
356	是
357	是
358	是
359	否
360	是
361	是
362	是
363	否
364	是
365	是
366	是
367	是
368	是
369	否
370	是
371	否
372	是
373	是
374	是
375	是
376	是
377	否
378	是
379	是
380	否
381	是
382	是
383	否
384	是
385	是
386	是
387	是
388	是
389	是
390	是
391	是
392	是
393	是
394	否
395	否
396	是
397	否
398	是
399	否
400	是
401	是
402	是
403	是
404	是
405	是
406	是
407	是
408	是
409	否
410	是
411	是
412	否
413	是
414	是
415	否
416	是
417	是
418	是
419	是
420	是
421	是
422	是
423	是
424	是
425	否
426	是
427	是
428	是
429	是
430	是
431	是
432	是
433	是
434	是
435	否
436	否
437	是
438	是
439	是
440	是
441	是
442	是
443	是
444	是
445	是
446	是
447	是
448	是
449	是
450	是
451	是
452	否
453	是
454	是
455	是
456	是
457	是
458	是
459	否
460	否
461	是
462	是
463	是
464	是
465	是
466	否
467	是
468	否
469	是
470	是
471	是
472	是
473	是
474	是
475	是
476	是
477	是
478	是
479	是
480	是
481	是
482	是
483	是
484	是
485	否
486	是
487	是
488	否
489	是
490	是
491	是
492	是
493	是
494	是
495	是
496	是
497	是
498	是
499	是
500	是
501	是
502	是
503	是
504	是
505	是
506	是
507	是
508	是
509	是
510	是
511	是
512	是
513	是
514	是
515	是
516	否
517	是
518	是
519	是
520	是
521	是
522	是
523	是
524	否
525	是
526	是
527	是
528	是
529	是
530	是
531	否
532	是
533	是
534	是
535	是
536	是
537	否
538	否
539	是
540	是
541	是
542	是
543	是
544	是
545	是
546	否
547	否
548	是
549	是
550	是
551	是
552	是
553	否
554	否
555	否
556	否
557	是
558	是
559	是
560	是
561	是
562	否
563	是
564	是
565	是
566	是
567	否
568	是
569	是
570	是
571	是
572	是
573	否
574	是
575	是
576	是
577	是
578	是
579	是
580	是
581	是
582	是
583	否
584	是
585	是
586	是
587	是
588	是
589	是
590	是
591	是
592	是
593	是
594	是
595	是
596	是
597	否
598	是
599	是
600	否
601	是
602	是
603	是
604	是
605	是
606	是
607	是
608	是
609	否
610	是
611	是
612	否
613	是
614	否
615	是
616	是
617	是
618	是
619	是
620	是
621	是
622	否
623	是
624	否
625	否
626	是
627	是
628	是
629	是
630	是
631	是
632	是
633	否
634	是
635	是
636	是
637	是
638	是
639	是
640	否
641	是
642	是
643	否
644	是
645	是
646	是
647	否
648	是
649	是
650	是
651	是
652	是
653	是
654	是
655	是
656	是
657	是
658	否
659	是
660	是
661	是
662	是
663	是
664	是
665	是
666	是
667	是
668	是
669	是
670	是
671	是
672	是
673	是
674	否
675	是
676	否
677	是
678	是
679	是
680	是
681	是
682	是
683	是
684	是
685	是
686	是
687	是
688	是
689	是
690	是
691	是
692	是
693	否
694	是
695	否
696	是
697	是
698	否
699	是
700	是
701	是
702	是
703	是
704	是
705	是
706	是
707	是
708	是
709	是
710	否
711	是
712	是
713	是
714	是
715	是
716	是
717	是
718	否
719	是
720	是
721	是
722	是
723	是
724	是
725	是
726	否
727	是
728	否
729	是
730	是
731	是
732	否
733	否
734	是
735	是
736	是
737	是
738	是
739	是
740	是
741	是
742	是
743	是
744	是
745	是
746	是
747	是
748	否
749	是
750	是
751	是
752	是
753	是
754	是
755	是
756	是
757	是
758	是
759	是
760	是
761	是
762	是
763	是
764	否
765	否
766	是
767	否
768	否
769	是
770	是
771	是
772	是
773	是
774	是
775	是
776	否
777	是
778	是
779	是
780	是
781	是
782	是
783	是
784	是
785	否
786	是
787	是
788	是
789	是
790	是
791	是
792	是
793	是
794	是
795	是
796	是
797	是
798	是
799	是
800	是
801	是
802	是
803	是
804	是
805	是
806	是
807	否
808	是
809	否
810	是
811	是
812	是
813	是
814	是
815	是
816	是
817	是
818	是
819	是
820	是
821	是
822	是
823	是
824	是
825	否
826	否
827	是
828	是
829	是
830	是
831	是
832	是
833	是
834	是
835	是
836	否
837	是
838	是
839	否
840	是
841	是
842	是
843	是
844	是
845	是
846	否
847	否
848	是
849	是
850	是
851	是
852	是
853	是
854	是
855	否
856	是
857	否
858	是
859	否
860	是
861	是
862	是
863	是
864	是
865	是
866	是
867	是
868	是
869	是
870	是
871	是
872	是
873	是
874	是
875	是
876	是
877	是
878	是
879	是
880	是
881	是
882	是
883	是
884	是
885	是
886	是
887	是
888	是
889	是
890	是
891	是
892	是
893	是
894	否
895	是
896	是
897	是
898	是
899	否
900	是
901	是
902	是
903	是
904	是
905	否
906	是
907	是
908	是
909	是
910	是
911	是
912	是
913	是
914	是
915	否
916	是
917	是
918	是
919	否
920	是
921	是
922	是
923	是
924	否
925	是
926	是
927	是
928	否
929	是
930	是
931	是
932	是
933	否
934	是
935	是
936	是
937	是
938	是
939	否
940	是
941	是
942	是
943	否
944	否
945	是
946	是
947	否
948	是
949	否
950	是
951	是
952	是
953	是
954	是
955	否
956	否
957	是
958	是
959	否
960	是
961	是
962	否
963	是
964	是
965	是
966	是
967	是
968	是
969	否
970	是
971	是
972	是
973	是
974	是
975	是
976	是
977	是
978	是
979	是
980	是
981	是
982	是
983	是
984	是
985	是
986	是
987	是
988	是
989	是
990	是
991	是
992	是
993	是
994	是
995	否
996	是
997	是
998	是
999	是
1000	是
1001	是
1002	是
1003	是
1004	是
1005	是
1006	是
1007	是
1008	是
1009	是
1010	是
1011	是
1012	是
1013	是
1014	是
1015	否
1016	是
1017	是
1018	是
1019	是
1020	是
1021	是
1022	是
1023	否
1024	是
1025	是
1026	是
1027	是
1028	是
1029	是
1030	是
1031	是
1032	是
1033	是
1034	是
1035	否
1036	是
1037	是
1038	否
1039	是
1040	是
1041	是
1042	是
1043	是
1044	否
1045	是
1046	是
1047	是
1048	是
1049	否
1050	是
1051	否
1052	是
1053	是
1054	是
1055	否
1056	是
1057	是
1058	是
1059	否
1060	是
1061	是
1062	是
1063	是
1064	是
1065	是
1066	是
1067	是
1068	是
1069	是
1070	是
1071	否
1072	是
1073	是
1074	否
1075	否
1076	是
1077	是
1078	是
1079	是
1080	是
1081	是
1082	是
1083	是
1084	是
1085	是
1086	是
1087	是
1088	是
1089	是
1090	是
1091	否
1092	是
1093	是
1094	是
1095	否
1096	是
1097	是
1098	否
1099	否
1100	是
1101	否
1102	是
1103	是
1104	是
1105	是
1106	是
1107	是
1108	是
1109	是
1110	是
1111	是
1112	是
1113	是
1114	是
1115	是
1116	是
1117	是
1118	是
1119	是
1120	是
1121	是
1122	是
1123	是
1124	是
1125	是
1126	是
1127	是
1128	是
1129	是
1130	是
1131	是
1132	是
1133	是
1134	是
1135	是
1136	是
1137	否
1138	是
1139	是
1140	是
1141	是
1142	是
1143	否
1144	是
1145	是
1146	是
1147	否
1148	是
1149	是
1150	是
1151	是
1152	是
1153	是
1154	是
1155	是
1156	是
1157	是
1158	是
1159	是
1160	是
1161	是
1162	是
1163	是
1164	是
1165	是
1166	是
1167	否
1168	是
1169	是
1170	是
1171	是
1172	是
1173	否
1174	是
1175	是
1176	是
1177	是
1178	是
1179	是
1180	是
1181	是
1182	是
1183	是
1184	是
1185	是
1186	是
1187	否
1188	是
1189	是
1190	否
1191	是
1192	是
1193	是
1194	是
1195	是
1196	是
1197	是
1198	是
1199	是
1200	是
1201	是
1202	是
1203	是
1204	是
1205	是
1206	是
1207	是
1208	是
1209	是
1210	是
1211	是
1212	是
1213	是
1214	是
1215	否
1216	是
1217	是
1218	是
1219	是
1220	是
1221	是
1222	是
1223	是
1224	是
1225	是
1226	是
1227	是
1228	否
1229	是
1230	是
1231	否
1232	否
1233	是
1234	是
1235	是
1236	是
1237	是
1238	是
1239	否
1240	是
1241	是
1242	是
1243	是
1244	是
1245	是
1246	是
1247	是
1248	是
1249	是
1250	是
1251	是
1252	是
1253	是
1254	是
1255	是
1256	是
1257	否
1258	是
1259	是
1260	是
1261	是
1262	是
1263	是
1264	否
1265	是
1266	是
1267	是
1268	是
1269	是
1270	否
1271	否
1272	是
1273	是
1274	是
1275	是
1276	是
1277	是
1278	是
1279	是
1280	是
1281	是
1282	是
1283	是
1284	是
1285	是
1286	是
1287	是
1288	否
1289	是
1290	是
1291	是
1292	是
1293	是
1294	否
1295	是
1296	是
1297	否
1298	是
1299	是
1300	是
1301	是
1302	是
1303	是
1304	是
1305	是
1306	是
1307	是
1308	是
1309	是
1310	是
1311	是
1312	是
1313	是
1314	是
1315	是
1316	否
1317	是
1318	否
1319	是
1320	是
1321	是
1322	是
1323	是
1324	是
1325	否
1326	是
1327	否
1328	是
1329	是
1330	是
1331	是
1332	是
1333	是
1334	是
1335	是
1336	是
1337	是
1338	是
1339	是
1340	是
1341	是
1342	是
1343	是
1344	是
1345	是
1346	是
1347	是
1348	是
1349	是
1350	是
1351	是
1352	是
1353	是
1354	是
1355	否
1356	是
1357	是
1358	否
1359	是
1360	是
1361	是
1362	是
1363	是
1364	否
1365	是
1366	是
1367	是
1368	是
1369	是
1370	是
1371	是
1372	否
1373	是
1374	是
1375	是
1376	是
1377	是
1378	是
1379	是
1380	是
1381	是
1382	是
1383	否
1384	是
1385	是
1386	是
1387	是
1388	是
1389	否
1390	是
1391	是
1392	是
1393	是
1394	是
1395	是
1396	是
1397	是
1398	是
1399	是
1400	是
1401	是
1402	否
1403	是
1404	否
1405	否
1406	是
1407	否
1408	是
1409	否
1410	是
1411	是
1412	是
1413	是
1414	是
1415	否
1416	是
1417	是
1418	是
1419	是
1420	是
1421	是
1422	是
1423	是
1424	是
1425	是
1426	是
1427	是
1428	是
1429	是
1430	是
1431	是
1432	是
1433	是
1434	是
1435	是
1436	是
1437	是
1438	是
1439	是
1440	是
1441	是
1442	是
1443	是
1444	是
1445	是
1446	是
1447	是
1448	是
1449	是
1450	是
1451	是
1452	是
1453	是
1454	是
1455	是
1456	是
1457	是
1458	是
1459	否
1460	是
1461	是
1462	是
1463	是
1464	是
1465	是
1466	否
1467	是
1468	是
1469	否
1470	是
1471	是
1472	是
1473	是
1474	是
1475	是
1476	是
1477	是
1478	是
1479	否
1480	是
1481	是
1482	是
1483	否
1484	是
1485	是
1486	是
1487	是
1488	是
1489	否
1490	是
1491	否
1492	是
1493	是
1494	是
1495	否
1496	是
1497	是
1498	是
1499	是
1500	否
1501	是
1502	是
1503	是
1504	是
1505	是
1506	是
1507	是
1508	是
1509	否
1510	是
1511	是
1512	否
1513	是
1514	是
1515	是
1516	是
1517	是
1518	是
1519	是
1520	是
1521	是
1522	是
1523	是
1524	是
1525	是
1526	否
1527	是
1528	是
1529	否
1530	是
1531	是
1532	是
1533	是
1534	是
1535	是
1536	是
1537	否
1538	是
1539	否
1540	否
1541	是
1542	是
1543	是
1544	是
1545	是
1546	否
1547	是
1548	是
1549	是
1550	是
1551	是
1552	是
1553	是
1554	是
1555	是
1556	是
1557	是
1558	是
1559	是
1560	是
1561	是
1562	是
1563	是
1564	是
1565	是
1566	是
1567	是
1568	是
1569	是
1570	是
1571	是
1572	是
1573	是
1574	是
1575	是
1576	是
1577	是
1578	是
1579	是
1580	是
1581	是
1582	是
1583	是
1584	是
1585	是
1586	是
1587	是
1588	是
1589	是
1590	否
1591	是
1592	是
1593	是
1594	是
1595	是
1596	是
1597	是
1598	是
1599	是
1600	是
1601	是
1602	否
1603	是
1604	是
1605	是
1606	是
1607	是
1608	是
1609	是
1610	是
1611	是
1612	是
1613	是
1614	是
1615	是
1616	是
1617	否
1618	否
1619	是
1620	是
1621	是
1622	是
1623	是
1624	是
1625	是
1626	是
1627	是
1628	是
1629	是
1630	是
1631	是
1632	是
1633	是
1634	是
1635	是
1636	是
1637	是
1638	是
1639	是
1640	是
1641	是
1642	是
1643	是
1644	是
1645	是
1646	是
1647	是
1648	是
1649	是
1650	是
1651	是
1652	否
1653	是
1654	是
1655	是
1656	是
1657	否
1658	否
1659	是
1660	是
1661	是
1662	是
1663	是
1664	是
1665	是
1666	是
1667	是
1668	是
1669	是
1670	是
1671	是
1672	是
1673	是
1674	是
1675	是
1676	是
1677	是
1678	是
1679	是
1680	是
1681	是
1682	是
1683	是
1684	是
1685	是
1686	是
1687	是
1688	是
1689	是
1690	是
1691	是
1692	是
1693	是
1694	是
1695	是
1696	是
1697	是
1698	是
1699	是
1700	是
1701	是
1702	是
1703	是
1704	是
1705	是
1706	是
1707	是
1708	是
1709	是
1710	是
1711	是
1712	是
1713	是
1714	是
1715	是
1716	是
1717	是
1718	是
1719	是
1720	是
1721	是
1722	是
1723	是
1724	是
1725	否
1726	是
1727	是
1728	是
1729	否
1730	是
1731	是
1732	是
1733	是
1734	否
1735	是
1736	否
1737	是
1738	是
1739	是
1740	是
1741	是
1742	是
1743	否
1744	是
1745	是
1746	是
1747	是
1748	是
1749	是
1750	是
1751	是
1752	是
1753	是
1754	是
1755	是
1756	是
1757	是
1758	是
1759	是
1760	是
1761	是
1762	否
1763	是
1764	是
1765	是
1766	是
1767	否
1768	否
1769	是
1770	是
1771	是
1772	是
1773	是
1774	是
1775	否
1776	是
1777	是
1778	是
1779	是
1780	是
1781	是
1782	是
1783	是
1784	是
1785	是
1786	是
1787	是
1788	是
1789	是
1790	是
1791	是
1792	是
1793	是
1794	是
1795	是
1796	是
1797	是
1798	是
1799	否
1800	否
1801	是
1802	是
1803	是
1804	是
1805	是
1806	是
1807	否
1808	是
1809	是
1810	否
1811	是
1812	是
1813	是
1814	是
1815	是
1816	是
1817	是
1818	否
1819	是
1820	是
1821	否
1822	否
1823	是
1824	是
1825	是
1826	是
1827	是
1828	是
1829	是
1830	是
1831	是
1832	是
1833	是
1834	是
1835	是
1836	是
1837	是
1838	是
1839	是
1840	是
1841	否
1842	否
1843	是
1844	是
1845	是
1846	是
1847	是
1848	是
1849	是
1850	是
1851	是
1852	是
1853	是
1854	否
1855	是
1856	是
1857	否
1858	是
1859	是
1860	是
1861	是
1862	是
1863	是
1864	是
1865	是
1866	是
1867	是
1868	是
1869	是
1870	是
1871	是
1872	否
1873	是
1874	是
1875	否
1876	是
1877	否
1878	是
1879	是
1880	是
1881	否
1882	是
1883	是
1884	是
1885	是
1886	是
1887	是
1888	是
1889	是
1890	是
1891	是
1892	是
1893	是
1894	是
1895	是
1896	是
1897	是
1898	是
1899	是
1900	是
1901	是
1902	是
1903	是
1904	是
1905	是
1906	否
1907	是
1908	是
1909	是
1910	是
1911	是
1912	是
1913	否
1914	是
1915	是
1916	否
1917	否
1918	是
1919	是
1920	是
1921	是
1922	是
1923	是
1924	是
1925	是
1926	否
1927	是
1928	是
1929	是
1930	是
1931	是
1932	是
1933	是
1934	是
1935	是
1936	是
1937	是
1938	是
1939	是
1940	是
1941	是
1942	是
1943	是
1944	是
1945	是
1946	是
1947	是
1948	是
1949	是
1950	是
1951	是
1952	是
1953	是
1954	是
1955	是
1956	是
1957	是
1958	是
1959	是
1960	是
1961	是
1962	是
1963	是
1964	是
1965	是
1966	是
1967	是
1968	是
1969	否
1970	是
1971	是
1972	是
1973	否
1974	是
1975	是
1976	是
1977	是
1978	是
1979	否
1980	是
1981	是
1982	是
1983	是
1984	是
1985	是
1986	是
1987	是
1988	是
1989	是
1990	是
1991	否
1992	是
1993	否
1994	是
1995	是
1996	是
1997	是
1998	是
1999	是
2000	是
